,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PRGMOFR,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,SATVR25,SATMT25,SATWR25,ACTCM25,ACTEN25,ACTMT25,ACTWR25,SATVR75,SATMT75,SATWR75,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ADM_RATE,ADM_RATE_ALL,SAT_AVG,SAT_AVG_ALL,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,PCTFLOAN,FTFTPCTFLOAN_POOLED_SUPP,LOAN_EVER,C150_4,C150_4_POOLED,DEP_COMP_ORIG_YR6_RT,WDRAW_ORIG_YR2_RT,COSTT4_A,COSTT4_P,NPT41_OTHER,NPT41_PRIV,NPT41_PROG,NPT41_PUB,NPT4_048_OTHER,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_PUB,NPT45_OTHER,NPT45_PRIV,NPT45_PROG,NPT45_PUB,NPT42_OTHER,NPT42_PRIV,NPT42_PROG,NPT42_PUB,NPT4_3075_OTHER,NPT4_3075_PRIV,NPT4_3075_PROG,NPT4_3075_PUB,NPT43_OTHER,NPT43_PRIV,NPT43_PROG,NPT43_PUB,NPT4_75UP_OTHER,NPT4_75UP_PRIV,NPT4_75UP_PROG,NPT4_75UP_PUB,NPT44_OTHER,NPT44_PRIV,NPT44_PROG,NPT44_PUB,NPT4_PROG,NPT4_OTHER,NPT4_PRIV,NPT4_PUB,TUITIONFEE_IN,NUM4_OTHER,NUM4_PRIV,NUM4_PROG,NUM4_PUB,NUM41_OTHER,NUM41_PRIV,NUM41_PROG,NUM41_PUB,NUM45_OTHER,NUM45_PRIV,NUM45_PROG,NUM45_PUB,NUM42_OTHER,NUM42_PRIV,NUM42_PROG,NUM42_PUB,NUM43_OTHER,NUM43_PRIV,NUM43_PROG,NUM43_PUB,NUM44_OTHER,NUM44_PRIV,NUM44_PROG,NUM44_PUB,TUITIONFEE_OUT,TUITIONFEE_PROG,CIPTFBSANNUAL1,CIPTFBS1,CIPTFBSANNUAL2,CIPTFBS2,CIPTFBSANNUAL3,CIPTFBS3,CIPTFBSANNUAL4,CIPTFBS4,CIPTFBSANNUAL5,CIPTFBS5,CIPTFBSANNUAL6,CIPTFBS6,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,AVGFACSAL,CCBASIC,CCSIZSET,CCUGPROF,CONTROL,SCHTYPE,LOCALE2,ST_FIPS,CURROPER,DISTANCEONLY,MAIN,MENONLY,WOMENONLY,INEXPFTE,ICLEVEL,LOCALE,TUITFTE,NUMBRANCH,SCH_DEG,PREDDEG,PFTFAC,REGION,INC_PCT_H2,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,AGE_ENTRY,FAMINC_IND,FAMINC,FSEND_COUNT,AGE_ENTRY_SQ,LNFAMINC,LNFAMINC_IND,UG,UGDS,LN_MEDIAN_HH_INC,MD_FAMINC,MEDIAN_HH_INC,SCUGFFN_POOLED,AGEGE24,PCT_GRAD_PROF,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCT_BORN_US,PCT_BA,UG25ABV,POVERTY_RATE,DEPENDENT,FEMALE,FIRST_GEN,MARRIED
3000,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0154,0.0927,0.2008,0.0077,0.0,0.083,0.0,0.0579,0.1699,0.0,0.0656,0.0,0.0,0.0734,0.0154,0.0463,0.0,0.0,0.0,0.0174,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.028999999999999998,0.0,0.0714,0.0,0.0,0.0367,0.0,0.0,0.0019,510,510,420,21,19,20,6,600,600,530,26,24,26,8,0.6511,0.5911,1120,1301,555,555,475,24,22,23,7,0.7022,0.7289,0.9472901169,0.4845,0.4762,0.672395941189,0.102422690565,26967,,,,,16259,,,,16621,,,,23357,,,,17241,,,,18961,,,,19867,,,,22823,,,,22312,,,,20210,13876,,,,592,,,,118,,,,134,,,,69,,,,131,,,,140,25120,,,,,,,,,,,,,,44300,47600,50000,52500,61200,7379,22,11,12,1,1,,42,1,0,0,0,0,7095,1,23,12084,5,3,3,0.9231,2,0.364293305,0.1038257173,0.1476089267,0.1809776833,20.4141339,20592.583763,95689.110946,,,,,,2598,10.9300003051757,81308,58452.18,1483,0.10999999940395,9.06999969482422,1.45000004768371,6.07000017166137,1.89999997615814,90.5800018310547,95.7399978637695,15.1300001144409,0.042,6.88999986648559,0.9175345377,0.529968119,0.2096720027,0.0175345377
3001,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,2,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0007,0.0271,0.0833,0.1304,0.0384,0.0,0.0421,0.0,0.008,0.0002,0.1426,0.0576,0.0,0.0238,0.1303,0.012,0.0092,0.0009,0.0007,0.0,0.0191,0.0,0.0,0.0649,0.0,0.0,0.0,0.0052,0.0283,0.0,0.0652,0.013000000000000001,0.0,0.079,0.0,0.0,0.0179,630,640,570,28,27,26,8,700,730,670,33,34,31,9,0.5927,0.5911,1367,1301,665,685,620,31,31,29,9,0.5021,0.5383,0.9472901169,0.8252,0.825,0.672395941189,0.102422690565,33155,,,,,20996,,,,21632,,,,31756,,,,22422,,,,24987,,,,26467,,,,31301,,,,30138,,,,28758,19080,,,,1597,,,,168,,,,762,,,,135,,,,234,,,,298,32052,,,,,,,,,,,,,,44300,47600,50000,52500,61200,10856,15,16,14,1,1,,42,1,0,1,0,0,18475,1,11,18384,5,3,3,0.7559,2,0.364293305,0.1038257173,0.1476089267,0.1809776833,20.4141339,20592.583763,95689.110946,,,,,,19127,10.9300003051757,81308,58452.18,7963,0.10999999940395,9.06999969482422,1.45000004768371,6.07000017166137,1.89999997615814,90.5800018310547,95.7399978637695,15.1300001144409,0.0549,6.88999986648559,0.9175345377,0.529968119,0.2096720027,0.0175345377
3008,0,0,0,1,2,2,1,2,0,2,1,1,1,0,0,1,1,2,1,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,1,0,0,1,,0.0,0.0,0.0,0.0149,0.2336,0.1086,0.0119,0.0104,0.0,0.0387,0.0729,0.0,0.0313,0.0,0.0,0.0164,0.0045,0.0729,0.0045,0.0015,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0179,0.0,0.0,0.0,0.0164,0.0089,0.0,0.0164,0.0,0.0,0.3006,500,480,430,20,20,18,,620,570,550,25,26,25,,0.6507,0.6507,1098,1098,560,525,490,23,23,22,,0.7585,0.8099,0.9528907923,0.5969,0.5727,0.553129548763,0.161795407098,42216,,,15626,,,,15622,,,,24609,,,,15614,,,,17047,,,,18132,,,,22944,,,,21176,,,,,19174,,31450,,553,,,,139,,,,120,,,,78,,,,103,,,,113,,,31450,,,,,,,,,,,,,,32800,35800,38300,40900,42400,8147,18,13,13,2,2,,42,1,0,1,0,0,8790,1,11,15639,1,3,3,0.2264,2,0.2023554604,0.1531049251,0.1616702355,0.1675588865,23.154175589,35091.464427,66397.976445,,,,,,3170,10.8500003814697,50701,54201.1,1231,0.33000001311302,8.97000026702881,1.39999997615814,12.1400003433227,1.80999994277954,84.3799972534179,95.6600036621093,15.0900001525878,0.2173,8.72000026702881,0.7291220557,0.630620985,0.292798111,0.0781584582
3016,0,0,0,1,2,1,0,2,0,1,0,1,1,0,0,2,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,1,,0.0,0.0,0.0,0.0245,0.317,0.0357,0.0,0.0377,0.0,0.0102,0.0,0.1978,0.0061,0.0,0.0,0.1549,0.002,0.0601,0.0,0.0,0.0,0.0265,0.0,0.0,0.0,0.0071,0.0357,0.0,0.0,0.0,0.0,0.0326,0.0,0.0,0.0173,0.0,0.0,0.0347,520,510,450,21,20,19,,600,600,550,28,27,27,,0.8413,0.8413,1131,1131,560,555,500,25,24,23,,0.6446,0.766,0.9357798165,0.6367,0.6224,0.604508196721,0.131606217617,44962,,,22359,,,,21719,,,,31033,,,,20908,,,,21772,,,,22275,,,,29719,,,,27765,,,,,26027,,30300,,721,,,,109,,,,226,,,,86,,,,148,,,,152,,,30300,,,,,,,,,,,,,,40400,40000,48000,46800,53100,11873,17,13,13,2,2,,42,1,0,1,0,0,8900,1,21,19074,1,3,3,1.0,2,0.2460874258,0.1424716676,0.1764705882,0.1834862385,21.22558014,31866.910345,74423.875877,,,,,,3979,10.9499998092651,62641,59274.33,1748,0.20000000298023,8.67000007629394,1.25999999046325,7.34999990463257,1.29999995231628,89.7900009155273,96.1600036621094,16.0200004577636,0.1445,6.65999984741211,0.8434970318,0.4867781975,0.3001745201,0.0426335672
3018,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0082,0.0656,0.2951,0.0246,0.0,0.0,0.0,0.0164,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.0328,0.1885,0.0,0.0,0.0,0.0164,0.0,0.0,0.0082,0.0,0.0,0.0,0.0246,0.0082,0.0,0.08199999999999999,0.0,0.0,0.1311,0.0,0.0,0.0164,460,450,390,16,16,16,,580,560,505,23,21,22,,0.8866,0.8866,1026,1026,520,505,448,20,19,19,,0.8148,0.9195,0.9734299517,0.5333,0.5801,0.21359223301,0.176470588235,33685,,,16069,,,,16413,,,,26581,,,,17201,,,,17125,,,,17030,,,,26874,,,,27229,,,,,19635,,19900,,140,,,,55,,,,23,,,,24,,,,19,,,,19,,,19900,,,,,,,,,,,,,,36700,42900,42600,47400,46700,5585,19,8,11,2,2,,42,1,0,1,0,0,5050,1,21,13160,1,3,3,0.2482,2,0.1473429952,0.1642512077,0.1618357488,0.1328502415,21.934782609,41707.337662,56532.908213,,,,,,544,10.8800001144409,38541,57790.62,298,0.27000001072883,8.59000015258789,4.23000001907348,31.7700004577636,7.75,57.8800010681152,87.8899993896484,13.9600000381469,0.2236,12.9899997711181,0.8140096618,0.6376811594,0.3746556474,0.0507246377
3019,1,0,0,1,2,1,0,2,0,2,0,1,1,0,0,2,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,,0.023,0.0,0.0,0.0946,0.179,0.0205,0.0,0.023,0.0,0.0307,0.0,0.0384,0.0128,0.0,0.0,0.3862,0.0102,0.0307,0.0,0.0793,0.0,0.0102,0.0,0.0,0.0205,0.0051,0.0,0.0,0.0,0.0102,0.0,0.0102,0.0102,0.0,0.0051,0.0,0.0,0.0,520,520,450,20,20,19,,630,620,560,26,26,26,,0.7538,0.7538,1146,1146,575,570,505,23,23,23,,0.5017,0.7184,0.933680104,0.6909,0.6635,0.595744680851,0.078651685393,49177,,,21819,,,,22240,,,,29930,,,,22618,,,,23622,,,,24225,,,,29630,,,,29148,,,,,27221,,36410,,287,,,,27,,,,111,,,,30,,,,50,,,,69,,,36410,,,,,,,,,,,,,,48900,46100,52400,50500,57400,7166,18,11,13,2,2,,42,1,0,1,0,0,9176,1,31,14425,1,3,3,1.0,2,0.2925877763,0.1170351105,0.1508452536,0.2132639792,21.678803641,26470.074627,82552.954486,,,,,,1668,10.869999885559,73361,55181.27,721,0.07999999821186,6.96999979019165,1.36000001430511,5.38999986648559,2.05999994277954,91.2600021362304,96.0500030517578,12.3500003814697,0.0954,7.23000001907348,0.8257477243,0.644993498,0.2571428571,0.0676202861
3020,0,0,1,1,2,1,0,1,0,1,0,0,1,0,1,1,1,0,1,2,0,1,0,0,1,1,0,0,1,1,0,2,1,0,1,0,0,1,,0.0,0.0,0.0,0.0413,0.5476,0.054000000000000006,0.0,0.0071,0.0,0.0603,0.0,0.0,0.0286,0.0,0.004,0.0532,0.0143,0.0,0.0008,0.0302,0.0,0.004,0.0,0.0,0.0,0.004,0.0,0.0,0.0048,0.0056,0.0,0.0603,0.0,0.0,0.0722,0.0,0.0,0.0079,570,550,,23,23,21,,650,640,,29,31,27,,0.7632,0.7632,1214,1214,610,595,,26,27,24,,0.505,0.5808,0.9621380846,0.8002,0.8095,0.729314420804,0.091085271318,60391,,,25822,,,,26462,,,,37161,,,,27491,,,,28152,,,,28428,,,,35784,,,,31032,,,,,33742,,44974,,677,,,,53,,,,397,,,,33,,,,79,,,,115,,,44974,,,,,,,,,,,,,,49600,51100,58700,62700,65900,10548,18,14,14,2,2,,42,1,0,1,0,0,11327,1,11,22994,1,3,3,1.0,2,0.5105790646,0.079064588,0.1085746102,0.1575723831,21.086859688,32639.819444,130361.0206,,,,,,4814,11.2200002670288,108285,79940.44,2340,0.11999999731779,13.2399997711181,3.83999991416931,12.6800003051757,4.07999992370605,80.2200012207031,90.2300033569336,20.2999992370605,0.0649,5.80999994277954,0.8797327394,0.5929844098,0.1751018034,0.0356347439
3021,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,,0.0,0.0,0.0,0.1371,0.2823,0.0565,0.0,0.0484,0.0,0.0511,0.0,0.0296,0.0242,0.0,0.0,0.0269,0.0242,0.0,0.0,0.0054,0.0,0.0215,0.0,0.0,0.0403,0.0161,0.0,0.0,0.0108,0.0188,0.0,0.0672,0.0027,0.0,0.1102,0.0054,0.0,0.0215,520,510,450,18,18,19,,630,600,560,26,26,25,,0.6835,0.6835,1126,1126,575,555,505,22,22,22,,0.7181,0.7568,0.9549795362,0.767,0.7259,0.662280701754,0.090293453725,47807,,,14446,,,,14852,,,,25750,,,,15463,,,,18483,,,,20496,,,,24690,,,,22680,,,,,21537,,35462,,431,,,,66,,,,167,,,,44,,,,66,,,,88,,,35462,,,,,,,,,,,,,,40800,40800,44700,46300,52100,7793,21,11,12,2,2,,42,1,0,1,0,0,8980,1,21,13333,1,3,3,0.9732,2,0.3260572988,0.1336971351,0.1432469304,0.2346521146,19.724420191,33225.235294,90798.609823,,,,,,1607,10.869999885559,79271,54143.22,847,0.02999999932944,7.38000011444091,0.88999998569488,4.36999988555908,0.99000000953674,93.4800033569336,97.1999969482422,13.8000001907348,0.0222,7.09000015258789,0.9768076398,0.448840382,0.2679355783,
3024,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.1408,0.2118,0.0576,0.0,0.0133,0.0,0.0344,0.0,0.0111,0.0078,0.0,0.0022,0.2251,0.0155,0.0299,0.0,0.0277,0.0,0.0067,0.0,0.0,0.0,0.0011,0.0831,0.0,0.0055,0.01,0.0,0.0388,0.0443,0.0,0.0333,0.0,0.0,0.0,570,550,,23,,,,640,640,,28,,,,0.7319,0.7319,1209,1209,605,595,,26,,,,0.648,0.6896,0.9661129568,0.8231,0.7947,0.758664955071,0.061224489796,59656,,,26172,,,,26129,,,,39758,,,,26081,,,,29000,,,,31697,,,,38401,,,,34536,,,,,35313,,44532,,652,,,,67,,,,339,,,,61,,,,66,,,,119,,,44532,,,,,,,,,,,,,,47400,50600,56000,58700,62300,10292,18,14,14,2,2,,42,1,0,1,0,0,12675,1,13,21654,1,3,3,0.6619,2,0.4710963455,0.0936877076,0.122923588,0.1588039867,19.699667774,29163.673913,123602.35349,,,,,,3624,11.1400003433227,99655,73943.5,1904,0.05000000074505,11.0600004196167,2.97000002861022,4.44000005722045,5.05999994277954,89.2099990844726,90.2900009155273,17.329999923706,0.0186,5.51999998092651,0.9694352159,0.5661129568,0.2034722222,0.0073089701
3025,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,,0.0,0.0,0.0,0.075,0.2156,0.0406,0.0,0.0313,0.0,0.075,0.0,0.0,0.0125,0.0,0.0125,0.1125,0.0156,0.0563,0.0,0.0063,0.0,0.0344,0.0,0.0,0.0,0.0,0.0719,0.0,0.0,0.0063,0.0,0.0531,0.0375,0.0,0.0219,0.0031,0.0,0.1188,,,,,,,,,,,,,,,0.7499,0.7499,,,,,,,,,,0.5741,0.7554,0.9579617834,0.659,0.6197,0.558974358974,0.10103626943,47776,,,20419,,,,20340,,,,27134,,,,20128,,,,20717,,,,21037,,,,25920,,,,24328,,,,,23733,,35748,,340,,,,68,,,,114,,,,25,,,,46,,,,87,,,35748,,,,,,,,,,,,,,35900,37100,41600,39600,44500,7522,19,11,12,2,2,,42,1,0,1,0,0,9207,1,21,13807,1,3,3,0.9279,2,0.2878980892,0.1006369427,0.1681528662,0.2191082803,20.848407643,25148.045977,83692.917197,,,,,,1671,10.8599996566772,73391,54100.65,789,0.20000000298023,7.13999986648559,0.95999997854232,6.65000009536743,1.75999999046325,90.6100006103515,96.6699981689453,13.6599998474121,0.0961,7.42000007629394,0.8891719745,0.6573248408,0.242506812,0.0318471338
3029,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0008,0.0513,0.2994,0.0553,0.0,0.0122,0.0,0.057,0.0016,0.0228,0.035,0.0,0.0106,0.0008,0.0439,0.0651,0.0,0.0008,0.0,0.0114,0.0,0.0,0.0081,0.0277,0.0358,0.0,0.0,0.0187,0.0,0.0887,0.0456,0.0,0.0871,0.0,0.0,0.0203,490,480,410,17,15,17,,590,580,520,23,23,24,,0.8762,0.8762,1068,1068,540,530,465,20,19,21,,0.6938,0.7881,0.9520746221,0.5257,0.52,0.542742398164,0.164099526066,26706,,,,,16835,,,,17143,,,,26104,,,,17576,,,,19559,,,,21584,,,,25682,,,,25145,,,,21822,12718,,,,947,,,,209,,,,248,,,,149,,,,146,,,,195,20760,,,,,,,,,,,,,,35800,39900,42200,47600,48200,10225,18,13,12,1,1,,42,1,0,1,0,0,8732,1,31,8869,1,3,3,0.7567,2,0.2528144098,0.1276937922,0.1695078803,0.2013509167,20.237375362,18695.586777,74583.383725,,,,,,5343,11.0200004577636,65945,63560.54,2587,0.05999999865889,8.01000022888183,1.41999995708465,5.73999977111816,2.46000003814697,90.5800018310547,95.5800018310547,13.869999885559,0.0578,5.57000017166137,0.9221614667,0.5271791573,0.3353272343,0.0154390479
3030,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,2,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0105,0.0161,0.0947,0.0609,0.0,0.026000000000000002,0.0,0.0831,0.0859,0.0,0.0249,0.0,0.005,0.2321,0.0155,0.0022,0.0,0.0,0.0,0.015,0.0,0.0,0.0554,0.0,0.0848,0.0,0.0028,0.0199,0.0,0.046,0.026000000000000002,0.0,0.0643,0.0,0.0,0.0288,510,500,420,19,19,18,,590,580,520,25,24,25,,0.7317,0.7317,1096,1096,550,540,470,22,22,22,,0.7007,0.7823,0.9426294821,0.6659999999999999,0.6633,0.639473684211,0.121667474552,23912,,,,,13652,,,,14210,,,,23424,,,,15017,,,,17383,,,,18911,,,,22994,,,,22555,,,,19614,10757,,,,1201,,,,211,,,,312,,,,146,,,,226,,,,306,14615,,,,,,,,,,,,,,36300,35700,40900,39500,44800,9566,18,13,13,1,1,,42,1,0,1,0,0,7223,1,32,8186,1,3,3,0.8506,2,0.2661354582,0.1237715803,0.1726427623,0.2193891102,20.646480744,29319.247734,78742.594954,,,,,,7436,10.869999885559,70320,54113.09,3160,0.07000000029802,7.09000015258789,0.77999997138977,4.69000005722045,1.0900000333786,93.1500015258789,97.2200012207031,13.1899995803833,0.0736,7.36999988555908,0.9120849934,0.5697211155,0.2945736434,0.0220451527
3036,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.1656,0.2484,0.10400000000000001,0.0,0.0212,0.0,0.0573,0.0,0.0,0.0892,0.0,0.0127,0.0,0.0212,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0064,0.0,0.0,0.0127,0.0467,0.0,0.087,0.0,0.0,0.0531,0.0,0.0,0.0679,,,,,,,,,,,,,,,0.7241,0.7241,,,,,,,,,,0.7188,0.7608,0.976744186,0.7068,0.7065,,0.043933054393,59477,,,18111,,,,18738,,,,31466,,,,19571,,,,21287,,,,22263,,,,29809,,,,26495,,,,,25521,,47290,,528,,,,77,,,,194,,,,58,,,,102,,,,97,,,47290,,,,,,,,,,,,,,40200,47000,47900,52200,60900,8104,21,11,12,2,2,,42,1,0,1,0,0,11181,1,32,17425,1,3,3,0.5889,2,0.3693023256,0.1013953488,0.1572093023,0.1972093023,19.456744186,6038.0740741,99953.11814,,,,,,2310,11.119999885559,85160,72676.24,1271,0.02999999932944,10.9099998474121,2.01999998092651,3.86999988555908,2.94000005722045,91.8300018310547,93.9400024414062,16.9300003051757,0.0179,4.98000001907348,0.9748837209,0.5637209302,0.2158979392,
3037,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0114,0.1321,0.0,0.0,0.0,0.12300000000000001,0.0,0.0364,0.0,0.0911,0.0364,0.0,0.0433,0.0,0.0251,0.0,0.0,0.0,0.0,0.0478,0.0,0.0,0.0273,0.0023,0.0,0.0,0.0159,0.0638,0.0,0.0296,0.0,0.0,0.2756,0.0,0.0,0.0387,680,700,680,31,33,29,8,760,790,760,34,35,34,10,0.0949,0.0949,1465,1465,720,745,720,33,34,32,9,0.1668,0.1313,0.5179856115,0.9444,0.9424,,,68846,,,8909,,,,8555,,,,40826,,,,8107,,,,10170,,,,12983,,,,35975,,,,23207,,,,,21067,,52588,,159,,,,38,,,,50,,,,30,,,,22,,,,19,,,52588,,,,,,,,,,,,,,44500,50700,56800,68600,70000,13212,21,11,14,2,2,,42,1,0,1,0,0,34568,1,21,28252,1,3,3,0.8941,2,0.3129496403,0.2122302158,0.1151079137,0.0791366906,19.334532374,,89476.701439,,,,,,1544,11.1899995803833,48016,78121.47,807,0,15.5900001525878,5.32999992370605,8.9399995803833,11.2799997329711,78.4499969482422,83.9700012207031,21.5699996948242,0.0025,6.98000001907348,,0.5467625899,0.2687747036,
3040,1,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,,0.0023,0.0105,0.0037,0.0549,0.2571,0.1226,0.0,0.0409,0.0,0.0436,0.0065,0.0472,0.0155,0.0071,0.0152,0.0551,0.0056,0.0277,0.0062,0.0031,0.0,0.0029,0.0,0.0,0.0082,0.0074,0.0588,0.0,0.006,0.0136,0.0,0.0523,0.0125,0.0,0.0419,0.0,0.0,0.0714,,,,,,,,,,,,,,,0.5851,0.5851,,,,,,,,,,0.6141,0.6654,0.9404333573,0.7282,0.7190000000000001,0.693907601693,0.117290663352,31880,,,,,18894,,,,19281,,,,27622,,,,19846,,,,20898,,,,21862,,,,26568,,,,24442,,,,23536,16970,,,,2733,,,,525,,,,974,,,,359,,,,392,,,,483,29066,,,,,,,,,,,,,,42200,46400,50300,49900,59000,11070,15,15,13,1,2,,42,1,0,1,0,0,13988,1,11,22861,1,3,3,0.5429,2,0.2864795714,0.1271288079,0.1363236588,0.1505556888,21.358519229,20692.165107,78931.371392,,,,,,28965,11.039999961853,59850,66650.68,10284,0.15999999642372,10.289999961853,3.92000007629394,17.7600002288818,5.46000003814697,73.8099975585937,89.25,16.4200000762939,0.1047,8.35000038146972,0.854721356,0.550251859,0.2959157015,0.0238266571
3042,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0,0.1104,0.3506,0.0455,0.0,0.039,0.0,0.0649,0.0,0.0,0.0519,0.0,0.0,0.0195,0.026000000000000002,0.0584,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0325,0.0,0.0,0.0519,0.013000000000000001,0.0,0.0844,0.0,0.0,0.0325,0.0,0.0,0.0065,440,420,,15,13,15,,540,560,,20,20,20,,0.7609999999999999,0.7609999999999999,973,973,490,490,,18,17,18,,0.752,0.8899,0.9621513944,0.4832,0.4783,,0.175,45843,,,20265,,,,20095,,,,30053,,,,19756,,,,21553,,,,23594,,,,25150,,,,23750,,,,,21556,,31700,,115,,,,50,,,,4,,,,25,,,,22,,,,14,,,31700,,,,,,,,,,,,,,34400,32800,37900,37500,41700,6461,22,8,10,2,2,,42,1,0,1,0,0,10503,1,31,13078,1,3,3,0.5977,2,0.1733067729,0.1613545817,0.1832669323,0.1932270916,19.976095618,11955.869565,64582.645418,,,,,,704,10.869999885559,53480.5,54604.75,463,0.02999999932944,6.67999982833862,0.86000001430511,6.3600001335144,1.69000005722045,91.0800018310547,96.75,12.6800003051757,0.0287,7.63000011444091,0.9541832669,0.3605577689,0.3155555556,
3043,0,1,0,1,2,2,0,1,0,0,2,1,0,0,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,,0.0,0.0617,0.0,0.0019,0.16,0.0262,0.0,0.0065,0.0,0.0,0.0159,0.0337,0.0,0.0,0.0,0.5388,0.0,0.0028,0.0122,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0019,0.0,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.0898,540,520,,22,21,21,,620,620,,28,28,27,,0.5827,0.5827,1163,1163,580,570,,25,25,24,,0.6979,0.6965,0.9780952381,0.6365,0.6365,0.667475728155,0.094182825485,56855,,,19729,,,,20311,,,,32248,,,,21107,,,,22362,,,,23661,,,,30402,,,,26739,,,,,25743,,40651,,372,,,,78,,,,121,,,,57,,,,55,,,,61,,,40651,,,,,,,,,,,,,,67600,86900,79000,85100,99300,8243,16,14,15,2,2,,42,1,0,1,0,0,24494,1,11,27768,1,3,3,0.183,2,0.1914285714,0.1542857143,0.1428571429,0.1238095238,24.206666667,28699.397094,58967.752381,,,,,,3495,11.039999961853,39995.5,66565.04,481,0.52999997138977,10.2399997711181,3.90000009536743,13.9499998092651,4.21000003814697,78.5100021362304,90.8300018310547,16.329999923706,0.4926,7.8600001335144,0.6066666667,0.7742857143,0.3297985154,0.0771428571
